time,tello_x,tello_y,tello_z,tello_rx,tello_ry,tello_rz,tello_rw,vicon_x,vicon_y,vicon_z,vicon_rx,vicon_ry,vicon_rz,vicon_rw
1582805140800866390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.41780604367,-2.44780520673,0.0147731769334,0.00891264194891,-0.0165009022212,0.710983564505,0.702958502362
1582805140810897512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.41782054113,-2.44781849888,0.0147942458529,0.00885261905884,-0.0165525716992,0.710990269422,0.702951264522
1582805140841217217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.41781947664,-2.44781632265,0.0147867183728,0.00900690821468,-0.0165192303617,0.710977446997,0.702963057702
1582805140900959421,0.0,0.0,0.0,0.999995470047,0.000551637436729,-0.00288635562174,0.000636349082924,-1.41782349287,-2.44780654961,0.014784348189,0.00891694421647,-0.0165060552784,0.710972249613,0.702969770705
1582805141000826268,0.0160131901503,0.0120264487341,-0.00489308591932,0.999995410442,0.00056574534392,-0.0029150757473,0.000651332607958,-1.41780811626,-2.44780018916,0.0147594941785,0.00884766861023,-0.0165328787517,0.710971589146,0.702970683676
1582805141050848420,0.0160131901503,0.0120264487341,-0.00489308591932,0.999995410442,0.00056574534392,-0.0029150757473,0.000651332607958,-1.41778580401,-2.44782557965,0.0147708157577,0.0089051807502,-0.01653556838,0.710964501194,0.702977062767
1582805141100904835,0.0160131901503,0.0120264487341,-0.00489308591932,0.999995410442,0.000547870295122,-0.00292379246093,0.000659934536088,-1.41779189685,-2.44780671273,0.0147725980553,0.00897606052884,-0.016559317448,0.710964890521,0.702975208517
1582805141201726417,0.0160132367164,0.0120264552534,-0.00489291595295,0.999995350838,0.000533698825166,-0.00294442358427,0.000661432452034,-1.41780288812,-2.44781488352,0.014795677828,0.00890704198351,-0.0164869428283,0.710977335536,0.702965200897
1582805141251443713,0.0160132367164,0.0120264552534,-0.00489291595295,0.999995350838,0.000533698825166,-0.00294442358427,0.000661432452034,-1.41781153966,-2.44780285288,0.0147798611468,0.0089544977036,-0.0165143315487,0.711039685281,0.702900889016
1582805141311069507,0.0160132367164,0.0120264552534,-0.00489291595295,0.999995291233,0.000542672001757,-0.00295099779032,0.000653531111311,-1.41780997568,-2.44781043136,0.0147774088732,0.00884581429242,-0.0165721451573,0.71093501827,0.703006767657
1582805141420883938,0.0160132851452,0.012027239427,-0.00489083072171,0.999995172024,0.000567524752114,-0.00298415962607,0.000675542280078,-1.41780686671,-2.44779581695,0.0147660360294,0.00895246531517,-0.0165493220946,0.711003189135,0.702937008802
1582805141460953036,0.0160132851452,0.012027239427,-0.00489083072171,0.999995172024,0.000567524752114,-0.00298415962607,0.000675542280078,-1.41781594378,-2.4478104503,0.0147735866067,0.00889148762468,-0.0165497859404,0.710936377423,0.703005343713
1582805141521753923,0.0160132851452,0.012027239427,-0.00489083072171,0.999995172024,0.000581544241868,-0.00298601412214,0.000662903534248,-1.41779686878,-2.44780559778,0.0147652144907,0.0089810673889,-0.0165817934259,0.710995572347,0.702943582842
1582805141610866212,0.0160131324083,0.0120272133499,-0.00489139277488,0.999995231628,0.000557975145057,-0.00297378608957,0.000677652598824,-1.41779589326,-2.44781078426,0.0147826668942,0.00891748747436,-0.0165193492424,0.710958471876,0.702983385853
1582805141660889333,0.0160131324083,0.0120272133499,-0.00489139277488,0.999995231628,0.000557975145057,-0.00297378608957,0.000677652598824,-1.41777813769,-2.44782332059,0.0147696217418,0.00889575753226,-0.0165375113216,0.7109605307,0.702981151955
1582805141720843901,0.0160131324083,0.0120272133499,-0.00489139277488,0.999995172024,0.000564244634006,-0.00298310862854,0.000669813423883,-1.41778115286,-2.44781831436,0.0147636640499,0.00890879924504,-0.016575869088,0.711011595003,0.70292843564
1582805141811723987,0.016013758257,0.0120267234743,-0.00489055272192,0.999995172024,0.000567775976378,-0.00299262488261,0.000659292505588,-1.4177836464,-2.44782532432,0.0147840160187,0.00892217525032,-0.0165957717246,0.710957205358,0.702982807257
1582805141860945555,0.016013758257,0.0120267234743,-0.00489055272192,0.999995172024,0.000567775976378,-0.00299262488261,0.000659292505588,-1.41778646731,-2.44781580589,0.0147711031462,0.00895009815718,-0.0164996307374,0.710983159124,0.70295846632
1582805141921730460,0.016013758257,0.0120267234743,-0.00489055272192,0.99999499321,0.000583327899221,-0.00303693604656,0.000649656751193,-1.41779254748,-2.44781386122,0.0147606664323,0.00893824449328,-0.0165587508792,0.710981871997,0.702958528824
1582805142020879291,0.0160148683935,0.0120265539736,-0.00488733360544,0.999994933605,0.00059378502192,-0.00307353842072,0.000646044849418,-1.41779074366,-2.44781769146,0.0147778704305,0.00895620347917,-0.0165782487625,0.710968213572,0.702971654746
1582805142071502837,0.0160148683935,0.0120265539736,-0.00488733360544,0.999994933605,0.00059378502192,-0.00307353842072,0.000646044849418,-1.41780251279,-2.44781193764,0.0147902900866,0.00888387915015,-0.0164929070708,0.710965526124,0.702977297906
1582805142131802921,0.0160148683935,0.0120265539736,-0.00488733360544,0.999994874001,0.000583297049161,-0.00308697321452,0.000641166290734,-1.41780258943,-2.44780408344,0.0147899004239,0.00896255251492,-0.0165710102103,0.710997607255,0.702942015212
1582805142230797427,0.0160155929625,0.012025732547,-0.00488697551191,0.999994874001,0.000578020175453,-0.00309650064446,0.000625221931841,-1.41782062978,-2.44780832941,0.0147739601922,0.00894374896103,-0.0164964239918,0.710970699823,0.702971223695
